Amplitude,Phase
0.10831186453939388,0.6846901452938097
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10824864895230814,0.6839745565818697
0.10831186453939388,0.6846901452938097
0.10838934449474252,0.6841066626068403
0.10831186453939388,0.6846901452938097
0.10831186453939388,0.6846901452938097
0.10832617412241606,0.6833912454873418
0.10838934449474252,0.6841066626068403
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10831186453939388,0.6846901452938097
0.10831186453939388,0.6846901452938097
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10831186453939388,0.6846901452938097
0.10831186453939388,0.6846901452938097
0.10831186453939388,0.6846901452938097
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10838934449474527,0.6841066626068195
0.10838934449474252,0.6841066626068403
0.10824864895230814,0.6839745565818697
0.10831186453939388,0.6846901452938097
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10838934449474252,0.6841066626068403
0.10832617412241606,0.6833912454873418
0.10838934449474252,0.6841066626068403
0.10824864895230814,0.6839745565818697
0.10838934449474252,0.6841066626068403
0.10846686129873921,0.6835240137038927
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10831186453939388,0.6846901452938097
0.10832617412241606,0.6833912454873418
0.10831186453939388,0.6846901452938097
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10817116066678807,0.6845587035838445
0.10831186453939388,0.6846901452938097
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10845257027844261,0.6848212459425818
0.10845257027843987,0.6848212459426024
0.10824864895230814,0.6839745565818697
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10831186453939388,0.6846901452938097
0.10838934449474252,0.6841066626068403
0.10846686129873921,0.6835240137038927
0.10838934449474252,0.6841066626068403
0.10831186453939388,0.6846901452938097
0.10838934449474252,0.6841066626068403
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10838934449474252,0.6841066626068403
0.10845257027843987,0.6848212459426024
0.10838934449474252,0.6841066626068403
0.10824864895230814,0.6839745565818697
0.10838934449474252,0.6841066626068403
0.10831186453939388,0.6846901452938097
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10838934449474252,0.6841066626068403
0.10838934449474527,0.6841066626068195
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10832617412241606,0.6833912454873418
0.10838934449474252,0.6841066626068403
0.10824864895230814,0.6839745565818697
0.10846686129873921,0.6835240137038927
0.10840373609797756,0.6828087689033775
0.10831186453939388,0.6846901452938097
0.10840373609797756,0.6828087689033775
0.10846686129874197,0.683524013703872
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10831186453939388,0.6846901452938097
0.10846686129873921,0.6835240137038927
0.10817116066678582,0.6845587035838192
0.10817116066678582,0.6845587035838192
0.10817116066678582,0.6845587035838192
0.1081854888605657,0.6832581319627447
0.10817116066678807,0.6845587035838445
0.10817116066678807,0.6845587035838445
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10838934449474252,0.6841066626068403
0.10848133480004492,0.6822271254347975
0.10838934449474252,0.6841066626068403
0.10824864895230814,0.6839745565818697
0.10838934449474252,0.6841066626068403
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10817116066678807,0.6845587035838445
0.1081854888605657,0.6832581319627447
0.10824864895230589,0.6839745565818443
0.10817116066678582,0.6845587035838192
0.10810795530394433,0.6838421067042165
0.10840373609797532,0.6828087689033522
0.10845257027843987,0.6848212459426024
0.10846686129873921,0.6835240137038927
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10848133480004717,0.6822271254348229
0.10841831026168944,0.6815112219541444
0.10848133480004717,0.6822271254348229
0.10848133480004717,0.6822271254348229
0.10840373609797532,0.6828087689033522
0.10840373609797756,0.6828087689033775
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10831186453939388,0.6846901452938097
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10848133480004717,0.6822271254348229
0.10840373609797532,0.6828087689033522
0.10853004192388345,0.6842384261118367
0.10849599070933412,0.6809305853593759
0.10855897014986778,0.6816463136882569
0.10855897014986778,0.6816463136882569
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10831186453939388,0.6846901452938097
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10817116066678807,0.6845587035838445
0.1081854888605657,0.6832581319627447
0.10824864895230589,0.6839745565818443
0.10817116066678582,0.6845587035838192
0.10817116066678582,0.6845587035838192
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10817116066678582,0.6845587035838192
0.10817116066678582,0.6845587035838192
0.10824864895230589,0.6839745565818443
0.1081854888605657,0.6832581319627447
0.10817116066678807,0.6845587035838445
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10817116066678807,0.6845587035838445
0.10824864895230814,0.6839745565818697
0.10838934449474252,0.6841066626068403
0.10831186453939388,0.6846901452938097
0.10848133480004717,0.6822271254348229
0.10846686129873696,0.6835240137038673
0.10824864895230814,0.6839745565818697
0.10838934449474252,0.6841066626068403
0.10846686129874197,0.683524013703872
0.10853004192388345,0.6842384261118367
0.10846686129873696,0.6835240137038673
0.10846686129873921,0.6835240137038927
0.10838934449474527,0.6841066626068195
0.10838934449474252,0.6841066626068403
0.10854441487243777,0.6829421971938024
0.10854441487243777,0.6829421971938024
0.10848133480004717,0.6822271254348229
0.10854441487243777,0.6829421971938024
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10838934449474252,0.6841066626068403
0.10838934449474527,0.6841066626068195
0.10853004192388345,0.6842384261118367
0.10846686129873921,0.6835240137038927
0.10854441487243777,0.6829421971938024
0.10863664206887308,0.6810663322719758
0.10863664206887032,0.6810663322719963
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.1081854888605657,0.6832581319627447
0.10810795530394433,0.6838421067042165
0.10817116066678582,0.6845587035838192
0.10817116066678582,0.6845587035838192
0.10817116066678582,0.6845587035838192
0.10824864895230589,0.6839745565818443
0.1081854888605657,0.6832581319627447
0.1081854888605657,0.6832581319627447
0.10817116066678807,0.6845587035838445
0.10817116066678807,0.6845587035838445
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10863664206887308,0.6810663322719758
0.10872925089413794,0.6791936562603498
0.10854441487243777,0.6829421971938024
0.10879209530108502,0.6799088548723506
0.10894769387187729,0.6787546821373714
0.10885499529190351,0.6806232273189209
0.10863664206887308,0.6810663322719758
0.10893273153648399,0.6800455519659467
0.1091661577596261,0.6783174648850799
0.1092440387389634,0.6777430775931353
0.10910343715941821,0.6776038029965432
0.10932195570881495,0.677169508877602
0.10902554746480408,0.678178831558496
0.10916615775962386,0.6783174648850546
0.10901050408102722,0.6794687006950474
0.10938464243210774,0.6778819941435628
0.10932195570881495,0.677169508877602
0.10908831284789501,0.6788926721271725
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10804480552067118,0.6831246717860011
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.1081854888605657,0.6832581319627447
0.1081854888605657,0.6832581319627447
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10817116066678582,0.6845587035838192
0.10817116066678582,0.6845587035838192
0.10817116066678582,0.6845587035838192
0.10817116066678582,0.6845587035838192
0.10824864895230589,0.6839745565818443
0.10824864895230589,0.6839745565818443
0.10824864895230589,0.6839745565818443
0.10824864895230814,0.6839745565818697
0.10824864895230589,0.6839745565818443
0.10824864895230589,0.6839745565818443
0.10824864895230589,0.6839745565818443
0.10824864895230589,0.6839745565818443
0.10817116066678582,0.6845587035838192
0.10817116066678582,0.6845587035838192
0.10817116066678582,0.6845587035838192
0.10817116066678582,0.6845587035838192
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.1081854888605657,0.6832581319627447
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10810795530394433,0.6838421067042165
0.10824864895230589,0.6839745565818443
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10824864895230814,0.6839745565818697
0.10831186453939388,0.6846901452938097
0.10831186453939388,0.6846901452938097
0.10838934449474252,0.6841066626068403
0.10845257027843987,0.6848212459426024
0.1085300419238862,0.684238426111816
0.10853004192388345,0.6842384261118367
0.10853004192388345,0.6842384261118367
0.10854441487243777,0.6829421971938024
0.10862200513708284,0.6823612116871023
0.10869963201409567,0.6817810557961298
0.10893273153648175,0.6800455519659214
0.10954049479530382,0.6767369475568609
0.10938464243210774,0.6778819941435628
0.10916615775962386,0.6783174648850546
0.10886987645809251,0.6793313561143453
0.10901050408102998,0.6794687006950269
0.1088549952918985,0.6806232273189161
0.10869963201409842,0.6817810557961093
0.10862200513708284,0.6823612116871023
0.10853004192388345,0.6842384261118367
0.10853004192388345,0.6842384261118367
0.10853004192388345,0.6842384261118367
0.10845257027844261,0.6848212459425818
0.10838934449474252,0.6841066626068403
0.10845257027843987,0.6848212459426024
0.10831186453939388,0.6846901452938097
