df_0_028.csv_Amplitude,df_0_028.csv_Phase,df_0_038.csv_Amplitude,df_0_038.csv_Phase,df_0_055.csv_Amplitude,df_0_055.csv_Phase,df_0_071.csv_Amplitude,df_0_071.csv_Phase,df_0_093.csv_Amplitude,df_0_093.csv_Phase,df_0_126.csv_Amplitude,df_0_126.csv_Phase,df_0_182.csv_Amplitude,df_0_182.csv_Phase
0.12705189248137425,0.968112061162153,0.005075626605743061,1.237574559269349,0.07893361190647409,0.7451126224093155,0.17197896618231345,0.34726735387858976,0.13585010548520648,0.7793731926784824,0.09313851439638332,-0.734935577883578,0.07225857649651156,-0.9210469253494239
0.12787123492934382,0.9643491263035394,0.005513782852140026,1.1081799973151818,0.07841971121809839,0.754150778871009,0.1720659661261063,0.34757237104395056,0.13551471360388076,0.7880758458186082,0.09336344454723718,-0.6923923428179248,0.07233457803833081,-0.8785515055724797
0.127781304131448,0.9645071888597861,0.005469235625694931,1.1117430719288168,0.07843496329501179,0.7541370349764307,0.17208251542959754,0.3476227626845452,0.13552976822504115,0.7880470747484388,0.09454808060488638,-0.6218783876982655,0.07301842283765667,-0.8080098148412213
0.12857516452645698,0.9627778049597617,0.005919328503619064,1.0682769064885123,0.07819669290463724,0.755935299104187,0.17209297110095145,0.34771332525983784,0.1354301768918661,0.7897158703330659,0.09525614528187659,-0.5900693985678932,0.07346431484331656,-0.77571918845734
0.1283035028670796,0.9633618320303022,0.005760443049999274,1.0819131902708072,0.07827730954857222,0.7554037124694154,0.17202716208352922,0.34742656169607733,0.13546186296803306,0.7892374001707599,0.10089098030797677,-0.3627820260872958,0.07766893920371662,-0.5413077497549003
0.1282508438440965,0.9634538624793536,0.005718164599063295,1.0857387903534261,0.07832086420522742,0.7550911437323178,0.17208253143141566,0.34770978658776214,0.13548328886773067,0.7888572028662446,0.09793530650250248,-0.4567294950230598,0.07537162482925848,-0.6381568755795747
0.12876754440786312,0.9622960363008747,0.006024736741174115,1.058366968129485,0.0781578851064914,0.756315010559513,0.1719200958514693,0.34732681420523603,0.1354313737061975,0.7899383845722829,0.09813022591997723,-0.46340275308465695,0.07549114608855012,-0.6459015268504908
0.12766878885388339,0.964686584692761,0.005376575843089932,1.1210550160074002,0.07853429736705331,0.7534709468761117,0.17183157628221374,0.3470776970737038,0.13559451764648858,0.7872033076419346,0.09436218914853017,-0.634110496476807,0.07290350484356134,-0.820448564734188
0.1278573444125406,0.9659871524468482,0.005478037562559552,1.166873382211841,0.07865530695274302,0.748396536137945,0.17173223308292432,0.3467896692329319,0.13570968220683563,0.7825083470019364,0.0938931264138393,-0.6593943457640663,0.07262908817143157,-0.8458336053980315
0.12741325040275822,0.9666630060734527,0.005247716104213366,1.1867140251791,0.0787499367119904,0.7482649011511336,0.17133277570750344,0.3455473003216281,0.1357348697405181,0.7823904109424221,0.09346311989332251,-0.6821443190476718,0.07237415644518796,-0.8683872534819801
0.12873444924878213,0.9623751843573122,0.0060163951994413375,1.0584871918450585,0.07813447777994416,0.7565297465102035,0.17210273902001133,0.3477175323297411,0.1354140337229356,0.7902585338764153,0.09484531156488475,-0.6139618599602241,0.07320678913775414,-0.7999540044512475
0.12668518909836785,0.9692006627636488,0.0049181044149443605,1.2762734937203097,0.07906467280547179,0.7432859456773118,0.17210325966354809,0.3477010064144201,0.1359277429367881,0.7775962423088046,0.09291688707380824,-0.731050196691013,0.07210227550804182,-0.9166765366576164
0.126778526224565,0.9693866903015758,0.004960479658199837,1.2850299967345342,0.07909447899775646,0.7421168905751192,0.17200478910500802,0.3473746515116444,0.135955139818984,0.7764973364351108,0.0932135493363589,-0.7181608599170338,0.07227102578782699,-0.9043470206991424
