,Amplitude,Phase
0,0.06590295896240134,0.7811063442554089
1,0.06583259071311091,0.7800276457506544
2,0.06590295896240134,0.7811063442554089
3,0.06590371764930986,0.7789604840923379
4,0.06590295896240134,0.7811063442554089
5,0.06583259071311091,0.7800276457506544
6,0.06590371764930986,0.7789604840923379
7,0.06583259071311091,0.7800276457506544
8,0.06590295896240134,0.7811063442554089
9,0.06590295896240134,0.7811063442554089
10,0.06590295896240134,0.7811063442554089
11,0.06590295896240134,0.7811063442554089
12,0.06597401003425465,0.7800391578936624
13,0.06590295896240134,0.7811063442554089
14,0.0658319831085163,0.7821758329821873
15,0.0658319831085163,0.7821758329821873
16,0.06583259071311091,0.7800276457506544
17,0.06583259071311091,0.7800276457506544
18,0.0658319831085163,0.7821758329821873
19,0.06583198310851379,0.7821758329822253
20,0.0657615389114311,0.7810971146505666
21,0.06590295896240134,0.7811063442554089
22,0.06597401003425465,0.7800391578936624
23,0.06590295896240134,0.7811063442554089
24,0.06569056248807752,0.7821688958282543
25,0.06590295896240134,0.7811063442554089
26,0.06590295896240134,0.7811063442554089
27,0.06597401003425465,0.7800391578936624
28,0.06597401003425465,0.7800391578936624
29,0.06597401003425465,0.7800391578936624
30,0.06590295896240134,0.7811063442554089
31,0.06597401003425465,0.7800391578936624
32,0.066044379018959,0.7811155343338001
33,0.06597401003425465,0.7800391578936624
34,0.06590295896240134,0.7811063442554089
35,0.06597401003425465,0.7800391578936624
36,0.06590295896240134,0.7811063442554089
37,0.06590295896240134,0.7811063442554089
38,0.06590295896240134,0.7811063442554089
39,0.06597401003425465,0.7800391578936624
40,0.06597401003425465,0.7800391578936624
41,0.06590295896240134,0.7811063442554089
42,0.06590295896240134,0.7811063442554089
43,0.06597401003425465,0.7800391578936624
44,0.06597401003425465,0.7800391578936624
45,0.06597401003425465,0.7800391578936624
46,0.06590295896240134,0.7811063442554089
47,0.06590295896240134,0.7811063442554089
48,0.066044379018959,0.7811155343338001
49,0.06590295896240134,0.7811063442554089
50,0.06590295896240134,0.7811063442554089
