,Amplitude,Phase
0,0.08509218530511406,0.6604247397396636
1,0.08504875072568607,0.6578463147314191
2,0.08506685606039453,0.6561973463829281
3,0.08498764616107397,0.6569152253211908
4,0.08500588214941307,0.6552652719430492
5,0.08509218530511406,0.6604247397396636
6,0.08507467308194534,0.6620740963205014
7,0.08488415635441017,0.6533971099618389
8,0.0850573923889034,0.6637241275749423
9,0.08507467308194534,0.6620740963205014
10,0.08509218530511406,0.6604247397396636
11,0.08503087674486189,0.6594959808124115
12,0.0851099289154906,0.658776066386911
13,0.0851099289154906,0.658776066386911
14,0.08494498219435877,0.6543318602193725
15,0.08500588214941307,0.6552652719430492
16,0.08496964163746908,0.6585658824237246
17,0.08495186872576686,0.6602172347002698
18,0.0851099289154906,0.658776066386911
19,0.0851099289154906,0.658776066386911
20,0.0851099289154906,0.658776066386911
21,0.08509218530511406,0.6604247397396636
22,0.08507467308194534,0.6620740963205014
23,0.0850573923889034,0.6637241275749423
24,0.08511903429903242,0.6646495416754087
25,0.08503087674486189,0.6594959808124115
26,0.08492661538057393,0.655982796884806
27,0.08500588214941307,0.6552652719430492
28,0.08490288569889753,0.6517459160802103
29,0.08488415635440802,0.6533971099618057
30,0.08496358043302762,0.6526816418265531
31,0.08507467308194534,0.6620740963205014
32,0.08500588214941307,0.6552652719430492
33,0.08498764616107397,0.6569152253211908
34,0.08509218530511406,0.6604247397396636
35,0.08513618502141057,0.663000516716716
36,0.08504034336713305,0.6653748249268091
37,0.08507467308194534,0.6620740963205014
38,0.08509218530511406,0.6604247397396636
39,0.08509218530511406,0.6604247397396636
40,0.08509218530511406,0.6604247397396636
41,0.08507467308194534,0.6620740963205014
42,0.0850573923889034,0.6637241275749423
43,0.08511903429903242,0.6646495416754087
44,0.08510211513235065,0.6662992268074504
45,0.0850854276594992,0.6679495635249095
46,0.0850573923889034,0.6637241275749423
47,0.08500588214941307,0.6552652719430492
48,0.08488415635441017,0.6533971099618389
49,0.08492184642363855,0.6500954550332505
50,0.0849635804330326,0.652681641826561
51,0.08496358043302762,0.6526816418265531
52,0.08496358043303044,0.6526816418265278
53,0.08492184642363855,0.6500954550332505
54,0.08492184642363855,0.6500954550332505
55,0.08486135751919172,0.6491574236761755
56,0.08490288569889753,0.6517459160802103
57,0.08506897201682807,0.669600543218872
58,0.08506897201682807,0.669600543218872
59,0.08506897201682807,0.669600543218872
60,0.0850854276594992,0.6679495635249095
61,0.08516395951339886,0.6672222869112271
62,0.08504034336713305,0.6653748249268091
63,0.08511903429903242,0.6646495416754087
64,0.08511903429903242,0.6646495416754087
65,0.08511903429903242,0.6646495416754087
66,0.08510211513235065,0.6662992268074504
67,0.0850854276594992,0.6679495635249095
68,0.08506897201682807,0.669600543218872
69,0.08492661538057393,0.655982796884806
70,0.08490848014185874,0.6576344432865269
71,0.08489057662661946,0.6592867908654473
72,0.084934327571365,0.661869273578077
73,0.08497864437610142,0.6644490799248144
74,0.0850235261559993,0.6670261797784801
75,0.08494498219435875,0.6677544774819866
76,0.0849284993391496,0.6694081498196478
77,0.0849284993391496,0.6694081498196478
78,0.08506897201682807,0.669600543218872
79,0.0850854276594992,0.6679495635249095
80,0.08510211513235065,0.6662992268074504
81,0.08511903429903242,0.6646495416754087
82,0.08511903429903242,0.6646495416754087
83,0.08511903429903242,0.6646495416754087
84,0.08504034336713305,0.6653748249268091
85,0.08516395951339886,0.6672222869112271
86,0.0850854276594992,0.6679495635249095
87,0.08506897201682807,0.669600543218872
88,0.08506897201682807,0.669600543218872
89,0.08506897201682807,0.669600543218872
90,0.08506897201682807,0.669600543218872
91,0.0849284993391496,0.6694081498196478
92,0.0849284993391496,0.6694081498196478
93,0.08500694089308179,0.6686781835111385
94,0.08504034336713305,0.6653748249268091
95,0.08497864437610142,0.6644490799248144
96,0.085013234263848,0.6611463360843998
97,0.08489057662662164,0.6592867908654804
98,0.08492661538057393,0.655982796884806
99,0.08486135751919104,0.6491574236762341
100,0.08486565854337054,0.6550490281564985
101,0.08490288569889685,0.651745916080269
102,0.0845668965967185,0.6562724106043989
103,0.08472543891889858,0.6548320685978277
104,0.08472124881043726,0.6489307060506676
105,0.08499058771416931,0.6703308274850265
106,0.08506897201682807,0.669600543218872
107,0.08506897201682807,0.669600543218872
108,0.08506897201682807,0.669600543218872
109,0.08506897201682807,0.669600543218872
110,0.0850854276594992,0.6679495635249095
111,0.08516395951339886,0.6672222869112271
112,0.08516395951339886,0.6672222869112271
113,0.08516395951339886,0.6672222869112271
114,0.08516395951339886,0.6672222869112271
115,0.08500694089308179,0.6686781835111385
116,0.08506897201682807,0.669600543218872
117,0.08506897201682807,0.669600543218872
118,0.08506897201682807,0.669600543218872
119,0.08467124659528781,0.659800161411307
120,0.08467124659528781,0.659800161411307
121,0.08475028023552492,0.6590769083193602
122,0.0848293581255922,0.6583550032827983
123,0.08489057662661946,0.6592867908654473
124,0.08495186872576904,0.6602172347003028
125,0.08485546535138638,0.6625935552053869
126,0.08497864437610142,0.6644490799248144
127,0.08496169725234967,0.6661014513004464
128,0.08494498219435875,0.6677544774819866
129,0.08506897201682807,0.669600543218872
130,0.08499058771416931,0.6703308274850265
131,0.0849284993391496,0.6694081498196478
132,0.08506897201682807,0.669600543218872
133,0.08506897201682807,0.669600543218872
134,0.08506897201682807,0.669600543218872
135,0.08506897201682807,0.669600543218872
136,0.08500694089308179,0.6686781835111385
137,0.08516395951339886,0.6672222869112271
138,0.08516395951339886,0.6672222869112271
139,0.08516395951339886,0.6672222869112271
140,0.08516395951339886,0.6672222869112271
141,0.0850854276594992,0.6679495635249095
142,0.08506897201682807,0.669600543218872
143,0.08506897201682807,0.669600543218872
144,0.08506897201682807,0.669600543218872
145,0.08506897201682807,0.669600543218872
146,0.08499058771416931,0.6703308274850265
147,0.08499058771416931,0.6703308274850265
148,0.08506897201682807,0.669600543218872
149,0.0849284993391496,0.6694081498196478
150,0.08499058771416931,0.6703308274850265
151,0.08506897201682807,0.669600543218872
152,0.08494498219435875,0.6677544774819866
153,0.08497864437610142,0.6644490799248144
154,0.08499582342680084,0.6627973719837235
155,0.08493432757136718,0.66186927357811
156,0.08495186872576686,0.6602172347002698
157,0.0848293581255922,0.6583550032827983
158,0.08467124659528781,0.659800161411307
159,0.08467124659528781,0.659800161411307
160,0.08432342497787794,0.6525141474601179
161,0.08475028023552492,0.6590769083193602
162,0.08468323328735171,0.6522396676483136
163,0.0848293581255922,0.6583550032827983
164,0.08467124659528781,0.659800161411307
165,0.08475028023552492,0.6590769083193602
166,0.08432342497787794,0.6525141474601179
167,0.08444104452219764,0.6484750137723347
168,0.08458522329579836,0.6546143897278383
169,0.08428641646196229,0.6558403021664498
170,0.08499058771416931,0.6703308274850265
171,0.08499058771416931,0.6703308274850265
172,0.08499058771416931,0.6703308274850265
173,0.08499058771416931,0.6703308274850265
174,0.08506897201682807,0.669600543218872
175,0.08506897201682807,0.669600543218872
176,0.08500694089308179,0.6686781835111385
177,0.08500694089308179,0.6686781835111385
178,0.08500694089308179,0.6686781835111385
179,0.08500694089308179,0.6686781835111385
180,0.08500694089308179,0.6686781835111385
181,0.08506897201682807,0.669600543218872
182,0.08506897201682807,0.669600543218872
183,0.08506897201682807,0.669600543218872
184,0.08506897201682807,0.669600543218872
185,0.08506897201682807,0.669600543218872
186,0.08468087151181211,0.665703932616463
187,0.08477664772801526,0.6633191839563565
188,0.08469787482575951,0.6640461628266703
189,0.0848382578793316,0.664247954736111
190,0.0848382578793316,0.664247954736111
191,0.08491701831788455,0.6635219904622754
192,0.08491701831788455,0.6635219904622754
193,0.084838257879331,0.6642479547361698
194,0.08489994110716637,0.6651753767361555
195,0.08482128270664135,0.6659030209840086
196,0.08486648337241244,0.6684841228779432
197,0.0849284993391496,0.6694081498196478
198,0.08499058771416931,0.6703308274850265
199,0.08499058771416931,0.6703308274850265
200,0.0849284993391496,0.6694081498196478
201,0.08506897201682807,0.669600543218872
202,0.08506897201682807,0.669600543218872
203,0.08506897201682807,0.669600543218872
204,0.08506897201682807,0.669600543218872
205,0.08506897201682807,0.669600543218872
206,0.08506897201682807,0.669600543218872
207,0.08506897201682807,0.669600543218872
208,0.08500694089308179,0.6686781835111385
209,0.08500694089308179,0.6686781835111385
210,0.08500694089308179,0.6686781835111385
211,0.08500694089308179,0.6686781835111385
212,0.08500694089308179,0.6686781835111385
213,0.08506897201682807,0.669600543218872
214,0.08506897201682807,0.669600543218872
215,0.08499058771416931,0.6703308274850265
216,0.08499058771416931,0.6703308274850265
217,0.08499058771416931,0.6703308274850265
218,0.08499058771416931,0.6703308274850265
219,0.08499058771416931,0.6703308274850265
220,0.08506897201682807,0.669600543218872
221,0.08506897201682807,0.669600543218872
